village,district,subdistric,state_name,latitude,longitude
Boyapalle,Mancherial,Tandur,Telangana,19.11278430698258,79.45449340831577
Tandur,Mancherial,Tandur,Telangana,19.112519943564998,79.46170764309137
Katherla,Mancherial,Tandur,Telangana,19.110296859151013,79.47240293701653
Choutpalle,Mancherial,Tandur,Telangana,19.11996346026469,79.42679376788367
Kistampet,Mancherial,Tandur,Telangana,19.138616515382232,79.43450803695895
Chandravelli,Mancherial,Bellampally,Telangana,19.10032349998077,79.52099068746986
Batwanpalle,Mancherial,Bellampally,Telangana,19.034583003856586,79.52871075871762
Perkapalle,Mancherial,Bellampally,Telangana,19.04870028999241,79.54214824501635
Dugnepalle,Mancherial,Bellampally,Telangana,19.060262683407302,79.55561693188757
Rangapet,Mancherial,Bellampally,Telangana,19.080870912067024,79.54961999325741
Ankusam,Mancherial,Bellampally,Telangana,19.104970176772746,79.43990523448258
Bellampalli,Mancherial,Bellampally,Telangana,19.06244395041913,79.48078774244041
Kannal R,Mancherial,Bellampally,Telangana,19.08351581471135,79.45595909590833
Budha Khurd R,Mancherial,Bellampally,Telangana,19.089342600455986,79.48750343107206
Budha Kalan R,Mancherial,Bellampally,Telangana,19.083498405152106,79.5094206630577
Gurjal R at Talla Gurjal,Mancherial,Bellampally,Telangana,19.060662200229693,79.5126913394151
Tiryani,Kumuram Bheem Asifabad,Tiryani,Telangana,19.168737398308725,79.27453522143274
Chakepalle,Mancherial,Bellampally,Telangana,19.11219123225746,79.49357033793441
Dwarakapur,Mancherial,Tandur,Telangana,19.12837933589647,79.45682294352169
Kasipet,Mancherial,Tandur,Telangana,19.131681734705904,79.46550229913335
Rechini,Mancherial,Tandur,Telangana,19.18217867341709,79.50307407806116
Sonapur,Kumuram Bheem Asifabad,Tiryani,Telangana,19.15194870945583,79.35022005990751
Goyagaon,Kumuram Bheem Asifabad,Tiryani,Telangana,19.175530754993844,79.32927569125366
Kannepalle,Kumuram Bheem Asifabad,Tiryani,Telangana,19.159719906964444,79.33129367636707
Islampur,Kumuram Bheem Asifabad,Tiryani,Telangana,19.130142603931798,79.25613527063923
Dondla,Kumuram Bheem Asifabad,Tiryani,Telangana,19.112785481213542,79.29714299689446
Gambhiraopet,Kumuram Bheem Asifabad,Tiryani,Telangana,19.1512499299412,79.29018409957273
Edulpad,Kumuram Bheem Asifabad,Tiryani,Telangana,19.13878613808196,79.3086306330804
Gangapur,Kumuram Bheem Asifabad,Tiryani,Telangana,19.164773286147213,79.2904979933872
Duggapur,Kumuram Bheem Asifabad,Tiryani,Telangana,19.162670109706042,79.30851972681369
Dongargaon,Kumuram Bheem Asifabad,Tiryani,Telangana,19.18989768903405,79.29840602367288
Chopidi,Kumuram Bheem Asifabad,Tiryani,Telangana,19.21045678064369,79.31305533544527
Ginnedari,Kumuram Bheem Asifabad,Tiryani,Telangana,19.20396071513868,79.2453327089024
Gadalpally,Kumuram Bheem Asifabad,Tiryani,Telangana,19.206071183459674,79.26483685773906
Rallakannepally,Kumuram Bheem Asifabad,Tiryani,Telangana,19.199368513021078,79.27376900544903
Chintapalle,Kumuram Bheem Asifabad,Tiryani,Telangana,19.163525529609885,79.2444019089696
Irkapalle,Kumuram Bheem Asifabad,Tiryani,Telangana,19.151666174357395,79.25616095321857
Venkatapur,Mancherial,Kasipet,Telangana,19.104673844604292,79.33397008475754
Varipet,Mancherial,Kasipet,Telangana,19.0534819336199,79.4416750911587
Kurreghad,Mancherial,Kasipet,Telangana,19.048981194772296,79.26567374795947
Gatrapalle,Mancherial,Kasipet,Telangana,19.010287891206907,79.3264681441538
Chintaguda,Mancherial,Kasipet,Telangana,19.02426541880736,79.38227006720169
Gurvapur,Mancherial,Kasipet,Telangana,19.01359220102398,79.40642251676927
Muthempalle,Mancherial,Kasipet,Telangana,19.01256797327226,79.42508067847326
Kometichenu,Mancherial,Kasipet,Telangana,19.031552154426326,79.41160811428779
Kondapur,Mancherial,Kasipet,Telangana,19.03907739743611,79.38996255392085
Pallamguda,Mancherial,Kasipet,Telangana,19.057486952307364,79.41591441265996
Venkaipalle,Mancherial,Tandur,Telangana,19.14408401127739,79.42245467149236
Konur,Mancherial,Kasipet,Telangana,19.060555111125613,79.40676748010907
Kankalapur,Mancherial,Kasipet,Telangana,19.058700706190876,79.42453417978606
Sonapur,Mancherial,Kasipet,Telangana,19.062785671718697,79.30797027751899
Peddapur,Mancherial,Kasipet,Telangana,19.037367605027463,79.33242930916337
Malkepalle,Mancherial,Kasipet,Telangana,19.052171614849698,79.37622686694681
Rottepalle,Mancherial,Kasipet,Telangana,19.06284428774713,79.35782000541603
Dharmaraopet,Mancherial,Kasipet,Telangana,19.06998040981605,79.39857378938655
Tirmalapur,Mancherial,Kasipet,Telangana,19.103649737871372,79.37770662326378
Peddagudipet,Mancherial,Bheemini,Telangana,19.210973120836865,79.62164809301758
Talamalla,Mancherial,Luxettipet,Telangana,18.989568484777262,79.28519743366742
Akenipalle,Mancherial,Bellampally,Telangana,19.023772476828402,79.50528999977956
Rampur,Mancherial,Tandur,Telangana,19.120221456727677,79.480818116538
Madnapur,Mancherial,Tandur,Telangana,19.122742975617378,79.45118560746897
Buddaram,Mancherial,Chennur,Telangana,18.928193509026777,79.695807729471
Narasakkapet,Mancherial,Chennur,Telangana,18.76062871943438,79.80858757163419
Sundersala,Mancherial,Chennur,Telangana,18.77679791223128,79.81237099235092
Dugnepalle,Mancherial,Chennur,Telangana,18.795924782043052,79.81385709670955
Narayanpur,Mancherial,Chennur,Telangana,18.82044675756254,79.81555417489838
Kommera,Mancherial,Chennur,Telangana,18.770460443810542,79.7772286878144
Asnad,Mancherial,Chennur,Telangana,18.759626456674436,79.72644579517315
Gangaram,Mancherial,Chennur,Telangana,18.802054682175758,79.73797723227528
Kachanpalle,Mancherial,Chennur,Telangana,18.815520787186856,79.75405083256574
Angarajpalle,Mancherial,Chennur,Telangana,18.80344373751772,79.77047834788392
Raipet,Mancherial,Chennur,Telangana,18.81693809165836,79.79588962433596
Kathersala,Mancherial,Chennur,Telangana,18.83243705323937,79.78760976945568
Suddal,Mancherial,Chennur,Telangana,18.825725004803946,79.72766944134916
Lingampalle,Mancherial,Chennur,Telangana,18.838139930636192,79.7193596319483
Khambojipet,Mancherial,Chennur,Telangana,18.86281265913971,79.71828018118025
Kistampet,Mancherial,Chennur,Telangana,18.867683115457282,79.73215806405824
Bhamraopet,Mancherial,Chennur,Telangana,18.836026237345028,79.76319335489778
Chintapalle,Mancherial,Chennur,Telangana,18.898365925859856,79.82502417522136
Akkapalle,Mancherial,Chennur,Telangana,18.88900144896694,79.81720494965234
Shivalingapur,Mancherial,Chennur,Telangana,18.900958210940615,79.79609583650151
Kannepalle,Mancherial,Chennur,Telangana,18.893185169743347,79.76532157012716
Yellakkapet,Mancherial,Chennur,Telangana,18.875859130707592,79.74807836981385
Sankaram,Mancherial,Chennur,Telangana,18.930434065120384,79.7415365392448
Kothapalle,Mancherial,Jaipur,Telangana,18.78396403368851,79.70516849592241
Maddikal,Mancherial,Jaipur,Telangana,18.80642837873543,79.69261156487596
Kawarkothapalle,Mancherial,Kotapally,Telangana,18.899254290894113,79.89529563677952
Shetpalle,Mancherial,Kotapally,Telangana,18.98586077071591,79.76344702945866
Kotapalle,Mancherial,Kotapally,Telangana,18.955213788614532,79.7691740846886
Sarvaipet,Mancherial,Kotapally,Telangana,18.956959092399448,79.80718386335977
Vesonvai,Mancherial,Kotapally,Telangana,18.943012673715426,79.81144814218716
Edagatta,Mancherial,Kotapally,Telangana,18.932567606585778,79.82577434491718
Pinnaram,Mancherial,Kotapally,Telangana,18.924648409454605,79.83867962005158
Nagampet,Mancherial,Kotapally,Telangana,18.97091248216944,79.83657800257224
Bopparam,Mancherial,Kotapally,Telangana,18.974990447118504,79.86829110428992
Edula Bandam,Mancherial,Kotapally,Telangana,18.93915174285362,79.91135247418269
Lingannapet,Mancherial,Kotapally,Telangana,18.927228491640008,79.8787936552408
Parpalle,Mancherial,Kotapally,Telangana,18.90278319180271,79.85479129784957
Yerraipet,Mancherial,Kotapally,Telangana,18.87939062567043,79.8553794402676
Borampalle,Mancherial,Kotapally,Telangana,18.86669080892599,79.86555110349752
Rawalpalle,Mancherial,Kotapally,Telangana,18.83646548544611,79.8942184000416
Kollur,Mancherial,Kotapally,Telangana,18.849948284415568,79.8770191233766
Rampur,Mancherial,Kotapally,Telangana,18.85916160355901,79.89651468355666
Amudalpalle,Mancherial,Chennur,Telangana,18.81416913253612,79.82713132124874
Konampet,Mancherial,Chennur,Telangana,18.83278504767288,79.81294967949297
Guddirampur,Mancherial,Chennur,Telangana,18.893018784239178,79.80528523404226
Adiwarpet,Mancherial,Chennur,Telangana,18.897431164807177,79.78277751941083
Arkepalle,Mancherial,Jaipur,Telangana,18.883003410162683,79.6958720938316
Chintakunta,Mancherial,Kotapally,Telangana,18.949643712293835,79.85270629573252
Annaram,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.75631855653691,79.85966927567041
Chindrapalle,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.772228381990107,79.86172950430743
Nagepalle,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.79154892048396,79.8575532196031
Kaleswaram,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.786575896502878,79.89687892198464
Kuntlam,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.8505000373823,79.84422614846646
Muddulapalle,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.8103992587437,79.84406406072252
Palgula,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.827392997310138,79.83671027086542
Puskupalle,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.812530767051303,79.87780138211578
Majeedpalle,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.82024217500792,79.89622327725588
Algaon,Mancherial,Kotapally,Telangana,18.984514225120233,79.92150203357593
Pullagaon,Mancherial,Kotapally,Telangana,18.959209257087558,79.92682084390978
Sirsa,Mancherial,Kotapally,Telangana,18.93774721683532,79.94595041217282
Annaram,Mancherial,Kotapally,Telangana,18.90879521899536,79.93796406695628
Arjungutta,Mancherial,Kotapally,Telangana,18.87673977470766,79.94973158407691
Rapanpalle,Mancherial,Kotapally,Telangana,18.8595849507846,79.93940071758493
Dewalwada,Mancherial,Kotapally,Telangana,18.8514349961766,79.91724381190957
Rajaram,Mancherial,Kotapally,Telangana,18.88255446641104,79.9109010025018
Ayepalle,Mancherial,Kotapally,Telangana,18.972780213469736,79.91026159606008
Metpalle,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.784826054386674,79.92862753760741
Beersagar,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.75806175505333,79.92607395696591
Kannepalle,Jayashankar Bhupalapally,Mahadevpur,Telangana,18.795792392339912,79.90913048375698
Nandigaon,Kumuram Bheem Asifabad,Bejjur,Telangana,19.207234855371397,79.88574740096229
Jilleda,Kumuram Bheem Asifabad,Bejjur,Telangana,19.222357777727414,79.90367046509962
Pangadisomaram,Mancherial,Kotapally,Telangana,18.993633291060753,79.71621757359324
Nakkalpalle,Mancherial,Kotapally,Telangana,19.0348917371719,79.73965820660835
Brahmanpalle,Mancherial,Kotapally,Telangana,19.029577430920554,79.76434876188121
Mallampet,Mancherial,Kotapally,Telangana,19.002662415480923,79.78626776928873
Shankarpur,Mancherial,Kotapally,Telangana,18.988829529868674,79.77550059854322
Kondampet,Mancherial,Kotapally,Telangana,18.991378157635598,79.81452614713707
Venchapalle,Mancherial,Kotapally,Telangana,19.017659905449126,79.89251765903785
Supak,Mancherial,Kotapally,Telangana,19.035795684633367,79.923099140184
Jangaon,Mancherial,Kotapally,Telangana,19.00577269314596,79.92008617232082
Jajulpet,Mancherial,Vemanpally,Telangana,19.151058953075328,79.86233064378361
Girvelli,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.185221846434146,79.81615020460177
Racherla,Mancherial,Vemanpally,Telangana,19.019807344471133,79.8725923512576
Mulkalpet,Mancherial,Vemanpally,Telangana,19.018414154640414,79.85087208973583
Kyathanpalle,Mancherial,Vemanpally,Telangana,19.056549045174837,79.84705184242509
Neelwai,Mancherial,Vemanpally,Telangana,19.03993544058649,79.81622548948852
Mamda,Mancherial,Vemanpally,Telangana,19.049735395997644,79.79422393813033
Kothapalle,Mancherial,Vemanpally,Telangana,19.085362702738234,79.81454967308495
Vemanpalle,Mancherial,Vemanpally,Telangana,19.09475362940204,79.83726606132318
Oddugudem,Mancherial,Vemanpally,Telangana,19.1116738006927,79.85412279125647
Baddampalle,Mancherial,Vemanpally,Telangana,19.06330930035636,79.73792318332643
Chamanpalle,Mancherial,Vemanpally,Telangana,19.079437467021226,79.71837352670232
Bommena,Mancherial,Vemanpally,Telangana,19.090395821061776,79.74953263960633
Dasnapur,Mancherial,Vemanpally,Telangana,19.094607504305657,79.79102362954859
Buyyaram,Mancherial,Vemanpally,Telangana,19.12191984574507,79.69748470053631
Jilleda,Mancherial,Vemanpally,Telangana,19.125648916691066,79.715644506788
Jakkepalle,Mancherial,Vemanpally,Telangana,19.141282501113515,79.72335930387344
Nagepalle,Mancherial,Vemanpally,Telangana,19.162254450922564,79.73739626575764
Chintapudi,Mancherial,Vemanpally,Telangana,19.172233750672053,79.76185709771767
Lingala,Mancherial,Vemanpally,Telangana,19.156465372392475,79.75892342033144
Suraram,Mancherial,Vemanpally,Telangana,19.11870205646799,79.7402398546031
Nagaram,Mancherial,Vemanpally,Telangana,19.12569290429459,79.75901404821781
Rajaram,Mancherial,Vemanpally,Telangana,19.121469732128823,79.80904308554682
Sumputum,Mancherial,Vemanpally,Telangana,19.137145938606864,79.84389859531773
Mukkidigudem,Mancherial,Vemanpally,Telangana,19.14670697712147,79.88645759962542
Kallampalle,Mancherial,Vemanpally,Telangana,19.152788520388427,79.90949490232977
Saligaon,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.18446308223329,79.68607077967572
Digida,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.209212314560776,79.86056024877142
Teepergaon,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.197488558783476,79.88101665812403
Kunchavelli,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.190438652644023,79.73398300864764
Ravalpalle,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.176305623077262,79.92291366321251
Motlaguda,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.184694864233933,79.8953677520749
Rampur,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.18242087009959,79.8706191477598
Kalwada,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.205350901069117,79.70598681064561
Bhamanagar,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.211097530836167,79.73524658435612
Lalpet G,Mulugu,Wajedu,Telangana,18.399433727490738,80.47756940952306
Brahmanchichal,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.21316187094023,79.75913195383765
Chandrapalle,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.19194413912457,79.7694507956269
Etapalle,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.162599136294723,79.78443231117863
Gorlapalle,Mancherial,Vemanpally,Telangana,19.073630681012222,79.82710831920281
Kushenapalle,Mancherial,Nennel,Telangana,19.104313415523603,79.69426989397901
Dammireddipet,Mancherial,Nennel,Telangana,19.029275763994573,79.69904411461408
Jangalpet,Mancherial,Nennel,Telangana,19.061118723062304,79.69540090590193
Metpalle,Mancherial,Bheemini,Telangana,19.16556982460164,79.70989063492439
Adkapalle,Mancherial,Kotapally,Telangana,19.024222968547857,79.77695191824237
Baddevelle,Mancherial,Vemanpally,Telangana,19.029511463939155,79.83525916997459
Kalmalpet,Mancherial,Vemanpally,Telangana,19.060164085931,79.85957907807035
Katepalle,Mancherial,Vemanpally,Telangana,19.070132487831,79.8018541197625
Adhervai,Mulugu,Tadvai,Telangana,18.327920721994683,80.18197723142542
Gudepalle,Mancherial,Vemanpally,Telangana,19.070385044123267,79.77810859606558
Maddulapalle,Mancherial,Vemanpally,Telangana,19.142237335679912,79.79877103687673
Upparlapahad,Mancherial,Vemanpally,Telangana,19.123007037265275,79.77881551382407
Gudampet,Mancherial,Vemanpally,Telangana,19.12349135922123,79.83490912165301
Dubbaguda,Kumuram Bheem Asifabad,Dahegoan,Telangana,19.20539577627229,79.91777628101525
Peruru Z,Mulugu,Wajedu,Telangana,18.520530158495088,80.39315437649144
Peddagollagudem Z,Mulugu,Wajedu,Telangana,18.462403608851588,80.48876576714416
Chityala,Mulugu,Eturunagaram,Telangana,18.518114210993804,80.30515131421048
Janagalapalle G,Mulugu,Wajedu,Telangana,18.518612235122884,80.5774483139043
Bhuvanapalle,Mulugu,Wajedu,Telangana,18.51434694796683,80.42034800840212
Kannaigudem,Mulugu,Eturunagaram,Telangana,18.513993775716383,80.36205772544037
Muppanapalle,Mulugu,Eturunagaram,Telangana,18.511439219079005,80.33223436951407
Buttaigudem,Mulugu,Eturunagaram,Telangana,18.50079263723314,80.35475295133317
Sarvai,Mulugu,Eturunagaram,Telangana,18.498830800641652,80.32119102657225
Lakshmipuram,Mulugu,Wajedu,Telangana,18.494170443679888,80.42444607594163
Chinthagudem,Mulugu,Eturunagaram,Telangana,18.49099982637365,80.35537409489109
Mulkanapalle G,Mulugu,Wajedu,Telangana,18.49575302357796,80.4713578650433
Cherukur G,Mulugu,Wajedu,Telangana,18.488921291210332,80.45455116560437
Singaram Pattigorrevula,Mulugu,Eturunagaram,Telangana,18.48550273398805,80.36346945010737
Chintoor Z,Mulugu,Wajedu,Telangana,18.473267080687233,80.44896705995392
Penugolu G,Mulugu,Wajedu,Telangana,18.483169751775215,80.46869333729823
Etur,Mulugu,Eturunagaram,Telangana,18.472286577802297,80.37045992643188
Cherukur Z,Mulugu,Wajedu,Telangana,18.470267621298724,80.46247525540704
Cheekupalle Z,Mulugu,Wajedu,Telangana,18.466072643869158,80.482197889411
Gummadidoddi G Chalka,Mulugu,Wajedu,Telangana,18.470767249474417,80.49928497423163
Peddagollagudem G,Mulugu,Wajedu,Telangana,18.46803944670476,80.47277797220255
Kanthanpalle,Mulugu,Eturunagaram,Telangana,18.45432131104654,80.38882278719457
Gummadidoddi Z,Mulugu,Wajedu,Telangana,18.461508341588818,80.50214694264268
Rampuragrahar,Mulugu,Eturunagaram,Telangana,18.447310807476523,80.431036655536
Ilapur,Mulugu,Eturunagaram,Telangana,18.449350151715574,80.24136801025183
Ippagudem G,Mulugu,Wajedu,Telangana,18.447759812175747,80.50602341606864
Dulapuram G,Mulugu,Wajedu,Telangana,18.452469542928906,80.48016248994388
Annavaram G,Mulugu,Wajedu,Telangana,18.39326175782775,80.53346313653732
Kongala G,Mulugu,Wajedu,Telangana,18.42998890576086,80.5153840255049
Nagaram G,Mulugu,Wajedu,Telangana,18.426912333386362,80.48227354875279
Pusur Patch Ii,Mulugu,Wajedu,Telangana,18.426417554432327,80.47023040010954
Mullakatta,Mulugu,Eturunagaram,Telangana,18.41627681898993,80.43471857127636
Banaji Bandham,Mulugu,Eturunagaram,Telangana,18.41801992689356,80.35677207542876
Shankarajpalle,Mulugu,Eturunagaram,Telangana,18.402069146122297,80.42089936042221
Arunachalapuram,Mulugu,Wajedu,Telangana,18.416701541168596,80.52181793706178
Pusur Z,Mulugu,Wajedu,Telangana,18.4101622703339,80.47356996292476
Chalpaka,Mulugu,Eturunagaram,Telangana,18.4075465817541,80.36771705066299
Ghanapuram Z,Mulugu,Wajedu,Telangana,18.405938699482675,80.53506694353842
Elishettipalle,Mulugu,Eturunagaram,Telangana,18.406387002621646,80.35048883166475
Allamvari Ghanapuram,Mulugu,Eturunagaram,Telangana,18.394926720565532,80.38776755687242
Koppusuru,Mulugu,Wajedu,Telangana,18.4000056221012,80.52267568085341
Roheer,Mulugu,Eturunagaram,Telangana,18.388601163278768,80.42577674026847
Bommanapalle G,Mulugu,Wajedu,Telangana,18.387497275047714,80.48496586767085
Morumuru Z,Mulugu,Wajedu,Telangana,18.384331430738886,80.54664695649767
Kondai,Mulugu,Eturunagaram,Telangana,18.383937772435445,80.304254813661
Morumuru G,Mulugu,Wajedu,Telangana,18.382585672213235,80.53026286702548
Eturnagaram,Mulugu,Eturunagaram,Telangana,18.357805242195184,80.44547420172174
Barlagudem Z,Mulugu,Venkatapuram,Telangana,18.375676213551905,80.52037448963321
Dodla,Mulugu,Eturunagaram,Telangana,18.364361176408757,80.3168679808657
Mallyala,Mulugu,Eturunagaram,Telangana,18.370453583051347,80.30282114084363
Barlagudem G,Mulugu,Venkatapuram,Telangana,18.367141956999127,80.50776399303521
Bijenapalle,Mulugu,Wajedu,Telangana,18.3733162910528,80.5483724203701
Arguntapalle G,Mulugu,Wajedu,Telangana,18.372570888497055,80.52868448952509
Edjarlapalle G,Mulugu,Wajedu,Telangana,18.37180345826438,80.48167874494925
Chinagangaram G,Mulugu,Venkatapuram,Telangana,18.360413086921504,80.54467072603329
Ramavaram G,Mulugu,Venkatapuram,Telangana,18.3624070873831,80.53621615684675
Medaram Sammakkajatara,Mulugu,Tadvai,Telangana,18.332540185673846,80.24225818821691
Ramavaram Z,Mulugu,Venkatapuram,Telangana,18.363274973889542,80.52857275230079
Mahitapuram Z,Mulugu,Venkatapuram,Telangana,18.360380174839445,80.55352733126021
Edjarlapalle Z,Mulugu,Wajedu,Telangana,18.36541466686256,80.47852191576166
Buttaram,Mulugu,Eturunagaram,Telangana,18.35842756562619,80.39173847941167
Mutharam Chowk,Mulugu,Wajedu,Telangana,18.35805756315011,80.47951098419088
Chirutapalle Z,Mulugu,Venkatapuram,Telangana,18.354636997610935,80.52268694443342
Chirtapalle G,Mulugu,Venkatapuram,Telangana,18.33662447264597,80.53733221325925
Akulavari Ghanpur,Mulugu,Eturunagaram,Telangana,18.339679880166983,80.41155457452959
Bayyakkapet,Mulugu,Tadvai,Telangana,18.33284695646972,80.13529640016903
Ekkela,Mulugu,Eturunagaram,Telangana,18.341330859476425,80.38491710074285
Mallapuram G,Mulugu,Venkatapuram,Telangana,18.328104671731186,80.57282450338649
Bollaram [Z,Mulugu,Wajedu,Telangana,18.34735030738037,80.55650593433867
Sudibaka G,Mulugu,Venkatapuram,Telangana,18.337664784780785,80.48705572213626
Kalwapalle,Mulugu,Tadvai,Telangana,18.33987736131698,80.19154189190262
Oorattam,Mulugu,Tadvai,Telangana,18.33260544007157,80.22809661022745
Rachapalle G,Mulugu,Venkatapuram,Telangana,18.323260170640285,80.58176425663447
Nuguru G,Mulugu,Venkatapuram,Telangana,18.330864758708003,80.55171129445439
Ramannagudem,Mulugu,Eturunagaram,Telangana,18.33249199233015,80.4419862090399
Nuguru Z,Mulugu,Venkatapuram,Telangana,18.332450055664115,80.56085160358067
Ramnagar Koyagudem,Mulugu,Eturunagaram,Telangana,18.322255516353486,80.4553242761034
Kanneboinapalle,Mulugu,Tadvai,Telangana,18.328049323216156,80.19857625400924
Jampangavai,Mulugu,Tadvai,Telangana,18.32368464446286,80.21618527607643
Marikala Z,Mulugu,Venkatapuram,Telangana,18.317762880205983,80.49043507369609
Kondred,Mulugu,Eturunagaram,Telangana,18.35814554697111,80.27442764557388
Bandagudem G,Mulugu,Venkatapuram,Telangana,18.32211448143664,80.51689746945499
Papkapuram,Mulugu,Eturunagaram,Telangana,18.31518361967206,80.42362215826888
Shapalle,Mulugu,Eturunagaram,Telangana,18.315101031487103,80.35500282916779
Venkatapuram G,Mulugu,Venkatapuram,Telangana,18.31680646084349,80.54939887255824
Uppedu Veerapuram Z,Mulugu,Venkatapuram,Telangana,18.308905555046483,80.56573114552937
Wadagudem G,Mulugu,Venkatapuram,Telangana,18.30843940737534,80.53076110000417
Padigapuram Z,Mulugu,Wajedu,Telangana,18.485087163287936,80.47716032399822
Narlapur,Mulugu,Tadvai,Telangana,18.295230915762602,80.19192574434756
Shivapuram,Mulugu,Eturunagaram,Telangana,18.302605167534086,80.40294948269849
Venkatapuram Z,Mulugu,Venkatapuram,Telangana,18.29959919053045,80.54865707533328
Gogubelle,Mulugu,Eturunagaram,Telangana,18.295212846013786,80.41505619739111
Padigapuram P P,Mulugu,Tadvai,Telangana,18.293244853453306,80.22004669260082
Chinaboinapalle,Mulugu,Eturunagaram,Telangana,18.292842717068705,80.38904787323303
Arlagudem G,Mulugu,Wajedu,Telangana,18.478800348652936,80.4370416835195
Wazeed G,Mulugu,Wajedu,Telangana,18.446571907060513,80.47464861756345
Pragallapalle Z,Mulugu,Wajedu,Telangana,18.384596777133794,80.522175497767
Malkapalle,Mulugu,Eturunagaram,Telangana,18.52032525832531,80.32484490913487
Ayyavaripeta G,Mulugu,Wajedu,Telangana,18.510003351062437,80.40110229547597
Dharmavaram,Mulugu,Wajedu,Telangana,18.478063347347945,80.4035755855569
Rampuram,Mulugu,Wajedu,Telangana,18.499242034642247,80.38839705159455
Korakal Z,Mulugu,Wajedu,Telangana,18.48662598945887,80.39011625225663
Ayyavaripeta Z,Mulugu,Wajedu,Telangana,18.49434326005534,80.38137046987411
Lingapeta Z,Mulugu,Wajedu,Telangana,18.477173888421405,80.4167735844966
Arlagudem Z,Mulugu,Wajedu,Telangana,18.47112043991359,80.42565881640095
Chintoor G,Mulugu,Wajedu,Telangana,18.46676846756955,80.43790650147254
Pusur Patch I,Mulugu,Wajedu,Telangana,18.441466256974557,80.47067143223468
Maredupaka,Mulugu,Eturunagaram,Telangana,18.412398618607398,80.3879957803358
Kacharam G,Mulugu,Wajedu,Telangana,18.40877028573823,80.5217017498938
Gundenguvai,Mulugu,Eturunagaram,Telangana,18.365674388111152,80.34428697924436
Raigudem,Mulugu,Eturunagaram,Telangana,18.390717762105385,80.36758583252961
Manasapalle,Mulugu,Eturunagaram,Telangana,18.37221204283925,80.41975823831125
Oddugudem,Mulugu,Eturunagaram,Telangana,18.369785098823137,80.38047872169855
Kothur Pattipangidi,Mulugu,Tadvai,Telangana,18.36197830666229,80.20658121536613
Kothagudem G,Mulugu,Venkatapuram,Telangana,18.372935818440943,80.557304074392
Arguntapalle Z,Mulugu,Wajedu,Telangana,18.373398623756636,80.538389735692
Desarajupalle G,Mulugu,Venkatapuram,Telangana,18.36589022728781,80.50146788366581
Desarajupalleââ Z,Mulugu,Venkatapuram,Telangana,18.364624904916887,80.52184684178648
Mahitapuram G,Mulugu,Venkatapuram,Telangana,18.360726672874648,80.56114850028456
Koratpalle D,Mulugu,Eturunagaram,Telangana,18.320384364182555,80.30625676128825
Punem Veerapuram Z,Mulugu,Venkatapuram,Telangana,18.349725474471832,80.48319718446557
Punem Veerapuram G,Mulugu,Venkatapuram,Telangana,18.344193256274878,80.48699849177746
Medaram D,Mulugu,Tadvai,Telangana,18.333484701684846,80.24236250216948
Sudibaka Z,Mulugu,Venkatapuram,Telangana,18.328554356280122,80.48735849548437
Durgaram,Mulugu,Tadvai,Telangana,18.33701945836183,80.21639806745507
Mallapuram Z,Mulugu,Venkatapuram,Telangana,18.32911444507249,80.56798334487254
Medaram,Mulugu,Eturunagaram,Telangana,18.326432616949752,80.40131484910152
Teegalvai,Mulugu,Eturunagaram,Telangana,18.320073068179596,80.37654967039065
Budigavanipahad,Mulugu,Tadvai,Telangana,18.314014869542916,80.20400801153427
Alugubelle,Mulugu,Eturunagaram,Telangana,18.317085242747904,80.39606811767383
Marikala G,Mulugu,Venkatapuram,Telangana,18.299695695527262,80.50238816116912
Thakkallagudem,Mulugu,Tadvai,Telangana,18.309769395615735,80.19086433134716
Yellapuram,Mulugu,Eturunagaram,Telangana,18.304248815944884,80.45508748016809
Chincholi,Kumuram Bheem Asifabad,Wankidi,Telangana,19.441406255256386,79.26059385133537
Chintagudem,Mulugu,Eturunagaram,Telangana,18.303974326111703,80.36861782317322
Kothagudem,Mulugu,Eturunagaram,Telangana,18.302929192427605,80.26232951752479
